id,c_postal,settlement,settlement_type,township,state,city
338,44818,Plan de Ayala,Colonia,Guadalajara,Jalisco,Guadalajara
339,44820,Insurgentes 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
340,44820,Tetlan II,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
341,44820,Jardines de los Historiadores,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
342,44820,Jardines de los Poetas,Colonia,Guadalajara,Jalisco,Guadalajara
343,44820,Parques Del Nilo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
344,44820,2001,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
345,44820,Tetlan I,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
346,44820,Villas de la Presa,Colonia,Guadalajara,Jalisco,Guadalajara
347,44820,Dioses Del Nilo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
348,44820,Tetlan,Colonia,Guadalajara,Jalisco,Guadalajara
349,44820,Insurgentes 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
350,44820,Insurgentes La Presa,Colonia,Guadalajara,Jalisco,Guadalajara
351,44820,Aldama Tetlan,Colonia,Guadalajara,Jalisco,Guadalajara
352,44820,Insurgentes 3a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
353,44820,Los Obeliscos,Colonia,Guadalajara,Jalisco,Guadalajara
354,44824,Villas Del Nilo,Colonia,Guadalajara,Jalisco,Guadalajara
355,44824,Florencia,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
356,44825,Parques de San Pedro,Colonia,Guadalajara,Jalisco,Guadalajara
357,44825,Popular Hornos,Colonia,Guadalajara,Jalisco,Guadalajara
358,44827,El Barro,Colonia,Guadalajara,Jalisco,Guadalajara
359,44828,Las Piedrotas,Colonia,Guadalajara,Jalisco,Guadalajara
360,44828,Vistas del Nilo,Condominio,Guadalajara,Jalisco,Guadalajara
361,44829,Cantarranas,Colonia,Guadalajara,Jalisco,Guadalajara
362,44840,Prados Del Nilo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
363,44840,Ciudad Universitaria,Colonia,Guadalajara,Jalisco,Guadalajara
364,44840,Lomas Del Paradero,Colonia,Guadalajara,Jalisco,Guadalajara
365,44840,Sutaj,Colonia,Guadalajara,Jalisco,Guadalajara
366,44840,Universitaria,Colonia,Guadalajara,Jalisco,Guadalajara
367,44860,Jardines de La Paz Norte,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
368,44860,Jardines de La Paz,Colonia,Guadalajara,Jalisco,Guadalajara
369,44860,Vicente Guerrero,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
370,44860,El Manantial,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
371,44860,Jardines del Nilo Norte,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
372,44860,La Paz,Colonia,Guadalajara,Jalisco,Guadalajara
373,44860,Jardines del Nilo Sur,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
374,44860,Jardines del Nilo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
375,44870,Atlas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
376,44870,Atlas,Colonia,Guadalajara,Jalisco,Guadalajara
377,44870,Atlas Poniente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
378,44870,Atlas 2a. Seccion,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
379,44879,Arandas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
380,44890,Jardines Del Rosario,Colonia,Guadalajara,Jalisco,Guadalajara
381,44890,Rancho Blanco alamo,Colonia,Guadalajara,Jalisco,Guadalajara
382,44890,El Rosario,Colonia,Guadalajara,Jalisco,Guadalajara
383,44890,Reforma,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
384,44890,Rancho Blanco,Colonia,Guadalajara,Jalisco,Guadalajara
385,44895,El Mirador alamo,Colonia,Guadalajara,Jalisco,Guadalajara
386,44896,Orozco El Mirador,Colonia,Guadalajara,Jalisco,Guadalajara
387,44897,Lomas de San Pedro,Colonia,Guadalajara,Jalisco,Guadalajara
388,44898,El Rosario,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
389,44899,Bosques Del Boulevard,Colonia,Guadalajara,Jalisco,Guadalajara
390,44900,Del Fresno 2a. seccion,Colonia,Guadalajara,Jalisco,Guadalajara
391,44900,Del Fresno 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
392,44910,8 de Julio,Colonia,Guadalajara,Jalisco,Guadalajara
393,44910,Tepopote,Colonia,Guadalajara,Jalisco,Guadalajara
394,44910,Morelos,Colonia,Guadalajara,Jalisco,Guadalajara
395,44918,Mariano Matamoros,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
396,44919,Tepopote Oeste,Colonia,Guadalajara,Jalisco,Guadalajara
397,44920,Colon,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
398,44920,Villa La Cruz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
399,44920,Las Torres,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
400,44920,Del Sur,Colonia,Guadalajara,Jalisco,Guadalajara
401,44929,Del Sur,Ampliacion,Guadalajara,Jalisco,Guadalajara
402,44930,Colon Industrial,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
403,44940,Bienestar Social,Zona industrial,Guadalajara,Jalisco,Guadalajara
404,44940,Zona Industrial,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
405,44948,Villa Hermosa,Colonia,Guadalajara,Jalisco,Guadalajara
406,44949,Zona Industrial 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
407,44950,Jardines de La Cruz 1a. Seccion,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
408,44950,Jardines de La Cruz 2a. Seccion,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
409,44950,Jardines de San Jose,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
410,44950,Jardines Del Sur,Colonia,Guadalajara,Jalisco,Guadalajara
411,44950,Residencial La Cruz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
412,44956,Villas del Sur 1,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
413,44956,Villas del Sur 2,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
414,44959,Villas Jardin,Colonia,Guadalajara,Jalisco,Guadalajara
415,44960,18 de Marzo,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
416,44960,Lomas de Polanco,Colonia,Guadalajara,Jalisco,Guadalajara
417,44960,Lopez Portillo,Colonia,Guadalajara,Jalisco,Guadalajara
418,44960,Polanco Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
419,44966,Patria Nueva,Colonia,Guadalajara,Jalisco,Guadalajara
420,44967,Patria,Colonia,Guadalajara,Jalisco,Guadalajara
421,44969,Polanquito,Colonia,Guadalajara,Jalisco,Guadalajara
422,44970,Zona Industrial 3a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
423,44970,Echeverria 3a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
424,44970,Echeverria 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
425,44970,5 de Mayo,Colonia,Guadalajara,Jalisco,Guadalajara
426,44970,Francisco Villa,Colonia,Guadalajara,Jalisco,Guadalajara
427,44970,Jose Clemente Orozco,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
428,44970,1 de Mayo,Colonia,Guadalajara,Jalisco,Guadalajara
429,44970,5 de Mayo 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
430,44970,Echeverria 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
431,44970,Zona Industrial 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
432,44977,Valentin Gomez Farias,Colonia,Guadalajara,Jalisco,Guadalajara
433,44977,El Rocio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
434,44977,Vistas Del Sur,Colonia,Guadalajara,Jalisco,Guadalajara
435,44978,Las Palmas,Colonia,Guadalajara,Jalisco,Guadalajara
436,44980,El Carmen,Colonia,Guadalajara,Jalisco,Guadalajara
437,44980,Emiliano Zapata,Colonia,Guadalajara,Jalisco,Guadalajara
438,44980,Lazaro Cardenas Sur,Colonia,Guadalajara,Jalisco,Guadalajara
439,44980,Nueva Santa Maria,Colonia,Guadalajara,Jalisco,Guadalajara
440,44980,Arboledas Del Sur,Colonia,Guadalajara,Jalisco,Guadalajara
441,44980,Los Colorines,Colonia,Guadalajara,Jalisco,Guadalajara
442,44980,Nueva Espana,Colonia,Guadalajara,Jalisco,Guadalajara
443,44984,Balcones Del 4,Colonia,Guadalajara,Jalisco,Guadalajara
444,44985,Revolucionaria,Colonia,Guadalajara,Jalisco,Guadalajara
445,44986,Loma Linda,Colonia,Guadalajara,Jalisco,Guadalajara
446,44986,Lomas Del Pedregal,Colonia,Guadalajara,Jalisco,Guadalajara
447,44987,Jardines El Sauz,Colonia,Guadalajara,Jalisco,Guadalajara
448,44987,El Sauz INFONAVIT,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
449,44987,Villa Vicente Guerrero,Colonia,Guadalajara,Jalisco,Guadalajara
450,44987,Parques de Colon Seccion 2,Colonia,Guadalajara,Jalisco,Guadalajara
451,44989,Colon C.R.O.C.,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
452,44990,Miravalle,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
453,44990,Terralta,Colonia,Guadalajara,Jalisco,Guadalajara
454,45010,Chapalita Inn,Colonia,Zapopan,Jalisco,Zapopan
455,45010,Lomas Del Colli,Fraccionamiento,Zapopan,Jalisco,Zapopan
456,45010,Cumbres,Fraccionamiento,Zapopan,Jalisco,Zapopan
457,45010,Coto Del Rey,Fraccionamiento,Zapopan,Jalisco,Zapopan
458,45010,Glorias Del Colli,Colonia,Zapopan,Jalisco,Zapopan
459,45010,Rinconada Del Parque,Fraccionamiento,Zapopan,Jalisco,Zapopan
460,45010,La Castilla,Fraccionamiento,Zapopan,Jalisco,Zapopan
461,45010,Vistas Del Pinar,Colonia,Zapopan,Jalisco,Zapopan
462,45010,El Colli 1a Secc,Colonia,Zapopan,Jalisco,Zapopan
463,45010,Ciudad Granja,Colonia,Zapopan,Jalisco,Zapopan
464,45010,Jardines de Chapalita,Fraccionamiento,Zapopan,Jalisco,Zapopan
465,45010,El Colli 2a Secc,Colonia,Zapopan,Jalisco,Zapopan
466,45010,Bellavista,Colonia,Zapopan,Jalisco,Zapopan
467,45010,Volcan Del Colli,Colonia,Zapopan,Jalisco,Zapopan
468,45010,EXITMEX,Unidad habitacional,Zapopan,Jalisco,Zapopan
469,45012,Ayamonte,Fraccionamiento,Zapopan,Jalisco,Zapopan
470,45012,alamos,Unidad habitacional,Zapopan,Jalisco,Zapopan
471,45012,Ciudad Judicial Federal,Colonia,Zapopan,Jalisco,Zapopan
472,45012,Rinconada Del alamo,Fraccionamiento,Zapopan,Jalisco,Zapopan
473,45013,Valentin Gomez Farias,Unidad habitacional,Zapopan,Jalisco,Zapopan
474,45014,Villa Panamericana,Fraccionamiento,Zapopan,Jalisco,Zapopan
475,45015,Centro de Investigacion y de Estudios Avanzados,Gran usuario,Zapopan,Jalisco,Zapopan
476,45016,Lomas Universidad,Fraccionamiento,Zapopan,Jalisco,Zapopan
477,45016,Villas de Vallarta,Fraccionamiento,Zapopan,Jalisco,Zapopan
478,45016,Paseos Universidad,Fraccionamiento,Zapopan,Jalisco,Zapopan
479,45017,El Bajio,Colonia,Zapopan,Jalisco,Zapopan
480,45017,Jocotan,Pueblo,Zapopan,Jalisco,Zapopan
481,45017,Puertas Del Tule,Colonia,Zapopan,Jalisco,Zapopan
482,45018,Santa Maria Del Pueblito,Colonia,Zapopan,Jalisco,Zapopan
483,45018,Residencial Del Parque,Fraccionamiento,Zapopan,Jalisco,Zapopan
484,45019,Las Higuerillas,Colonia,Zapopan,Jalisco,Zapopan
485,45019,Santa Catalina,Fraccionamiento,Zapopan,Jalisco,Zapopan
486,45019,Los Jazmines,Colonia,Zapopan,Jalisco,Zapopan
487,45019,San Juan de Ocotan,Colonia,Zapopan,Jalisco,Zapopan
488,45019,Solares,Fraccionamiento,Zapopan,Jalisco,Zapopan
489,45019,Santillana Parque Residencial,Fraccionamiento,Zapopan,Jalisco,Zapopan
490,45019,Porta Real,Fraccionamiento,Zapopan,Jalisco,Zapopan
491,45019,Valle Real,Colonia,Zapopan,Jalisco,Zapopan
492,45019,La Mojonera,Colonia,Zapopan,Jalisco,Zapopan
493,45019,La Magdalena,Colonia,Zapopan,Jalisco,Zapopan
494,45020,Camichines Vallarta,Colonia,Zapopan,Jalisco,Zapopan
495,45020,Real Vallarta,Fraccionamiento,Zapopan,Jalisco,Zapopan
496,45020,Eucalipto Vallarta,Colonia,Zapopan,Jalisco,Zapopan
497,45020,Prados Vallarta,Fraccionamiento,Zapopan,Jalisco,Zapopan
498,45020,Vallarta La Patria,Colonia,Zapopan,Jalisco,Zapopan
499,45027,Jardines Vallarta,Fraccionamiento,Zapopan,Jalisco,Zapopan
500,45027,Rinconada de los Novelistas,Fraccionamiento,Zapopan,Jalisco,Zapopan
501,45030,Chapalita de Occidente,Fraccionamiento,Zapopan,Jalisco,Zapopan
502,45030,Chapalita las Fuentes,Condominio,Zapopan,Jalisco,Zapopan
503,45030,Jardines de Guadalupe,Fraccionamiento,Zapopan,Jalisco,Zapopan
504,45030,Rinconada Guadalupe,Fraccionamiento,Zapopan,Jalisco,Zapopan
505,45030,Parque Sereno,Fraccionamiento,Zapopan,Jalisco,Zapopan
506,45030,Guadalupe Jardin,Fraccionamiento,Zapopan,Jalisco,Zapopan
507,45030,Prados de Guadalupe,Colonia,Zapopan,Jalisco,Zapopan
508,45030,Plaza Guadalupe 2a Seccion,Residencial,Zapopan,Jalisco,Zapopan
509,45030,Nuestra Senora de Guadalupe,Colonia,Zapopan,Jalisco,Zapopan
510,45030,El Carmen Habitat,Fraccionamiento,Zapopan,Jalisco,Zapopan
511,45030,Plaza Guadalupe,Residencial,Zapopan,Jalisco,Zapopan
512,45030,Atlas Chapalita,Colonia,Zapopan,Jalisco,Zapopan
513,45030,La Estancia,Colonia,Zapopan,Jalisco,Zapopan
514,45034,Jardines Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
515,45035,El Borrego,Colonia,Zapopan,Jalisco,Zapopan
516,45036,Plaza Guadalupe,Condominio,Zapopan,Jalisco,Zapopan
517,45036,Ciudad Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
518,45036,Haciendas Guadalupe,Residencial,Zapopan,Jalisco,Zapopan
519,45036,Nueva Galicia,Colonia,Zapopan,Jalisco,Zapopan
520,45036,Nueva Galicia 2da Seccion,Colonia,Zapopan,Jalisco,Zapopan
521,45036,Colli Sitio,Colonia,Zapopan,Jalisco,Zapopan
522,45036,Guadalupe Sur,Colonia,Zapopan,Jalisco,Zapopan
523,45037,Guadalupe Inn,Fraccionamiento,Zapopan,Jalisco,Zapopan
524,45037,Parques Guadalupe,Colonia,Zapopan,Jalisco,Zapopan
525,45037,Coto Residencial 2000,Residencial,Zapopan,Jalisco,Zapopan
526,45037,Arcos de Guadalupe,Colonia,Zapopan,Jalisco,Zapopan
527,45038,Lomas de Guadalupe,Colonia,Zapopan,Jalisco,Zapopan
528,45038,Lomas Del Seminario,Colonia,Zapopan,Jalisco,Zapopan
529,45039,Residencial Cordilleras,Fraccionamiento,Zapopan,Jalisco,Zapopan
530,45040,Chapalita Oriente,Colonia,Zapopan,Jalisco,Zapopan
531,45040,Ciudad de los Ninos,Residencial,Zapopan,Jalisco,Zapopan
532,45040,Jardines de San Ignacio,Fraccionamiento,Zapopan,Jalisco,Zapopan
533,45040,Camino Real,Fraccionamiento,Zapopan,Jalisco,Zapopan
534,45040,Chapalita Sur,Colonia,Zapopan,Jalisco,Zapopan
535,45040,Las Flores,Colonia,Zapopan,Jalisco,Zapopan
536,45047,Guadalupe,Residencial,Zapopan,Jalisco,Zapopan
537,45047,Rinconada Del Valle,Colonia,Zapopan,Jalisco,Zapopan
538,45047,Tepeyac Casino,Colonia,Zapopan,Jalisco,Zapopan
539,45049,Vallarta Cuauhtemoc,Colonia,Zapopan,Jalisco,Zapopan
540,45049,Don Bosco Vallarta,Colonia,Zapopan,Jalisco,Zapopan
541,45050,Ciudad Del Sol,Colonia,Zapopan,Jalisco,Zapopan
542,45050,Jardines Del Sol,Colonia,Zapopan,Jalisco,Zapopan
543,45050,Prados Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
544,45050,El Zapote,Colonia,Zapopan,Jalisco,Zapopan
545,45053,Hacienda Del Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
546,45053,Parques Del Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
547,45054,Mirador Del Sol,Colonia,Zapopan,Jalisco,Zapopan
548,45055,Plaza Del Sol,Condominio,Zapopan,Jalisco,Zapopan
549,45055,Rinconada Del Sol,Colonia,Zapopan,Jalisco,Zapopan
550,45056,Colli C.T.M.,Colonia,Zapopan,Jalisco,Zapopan
551,45057,El Colli Primavera,Unidad habitacional,Zapopan,Jalisco,Zapopan
552,45057,El Colli INFONAVIT,Unidad habitacional,Zapopan,Jalisco,Zapopan
553,45058,Rinconada Santa Catalina,Colonia,Zapopan,Jalisco,Zapopan
554,45058,Villas Del Tepeyac,Colonia,Zapopan,Jalisco,Zapopan
555,45058,Villa Puerta Del Sol,Colonia,Zapopan,Jalisco,Zapopan
556,45058,Nueva Primavera,Colonia,Zapopan,Jalisco,Zapopan
557,45058,Santa Catalina,Colonia,Zapopan,Jalisco,Zapopan
558,45059,Residencial Moctezuma,Fraccionamiento,Zapopan,Jalisco,Zapopan
559,45059,Moctezuma Poniente,Residencial,Zapopan,Jalisco,Zapopan
560,45060,Miramar,Colonia,Zapopan,Jalisco,Zapopan
561,45065,Carlos Rivera,Colonia,Zapopan,Jalisco,Zapopan
562,45065,Jardines Tapatios,Colonia,Zapopan,Jalisco,Zapopan
563,45065,Lomas de La Primavera,Colonia,Zapopan,Jalisco,Zapopan
564,45066,Natura Bosque Residencial,Fraccionamiento,Zapopan,Jalisco,Zapopan
565,45066,Villas de la Primavera,Fraccionamiento,Zapopan,Jalisco,Zapopan
566,45066,Foret Residencial,Fraccionamiento,Zapopan,Jalisco,Zapopan
567,45066,Puerta del Bosque,Fraccionamiento,Zapopan,Jalisco,Zapopan
568,45066,Citala,Fraccionamiento,Zapopan,Jalisco,Zapopan
569,45066,Villas Mariano Otero,Colonia,Zapopan,Jalisco,Zapopan
570,45066,Valle de San Nicolas,Fraccionamiento,Zapopan,Jalisco,Zapopan
571,45066,El Tizate,Colonia,Zapopan,Jalisco,Zapopan
572,45066,Oyamel,Fraccionamiento,Zapopan,Jalisco,Zapopan
573,45066,Arrayanes,Fraccionamiento,Zapopan,Jalisco,Zapopan
574,45066,Mision La Floresta,Fraccionamiento,Zapopan,Jalisco,Zapopan
575,45066,Residencial La Pena,Colonia,Zapopan,Jalisco,Zapopan
576,45066,La Granja,Colonia,Zapopan,Jalisco,Zapopan
577,45066,Arenales Tapatios,Colonia,Zapopan,Jalisco,Zapopan
578,45066,Jardines de La Primavera,Colonia,Zapopan,Jalisco,Zapopan
579,45066,El Fortin,Colonia,Zapopan,Jalisco,Zapopan
580,45066,Colinas de La Primavera,Colonia,Zapopan,Jalisco,Zapopan
581,45067,Mariano Otero,Colonia,Zapopan,Jalisco,Zapopan
582,45068,La Floresta Del Colli,Colonia,Zapopan,Jalisco,Zapopan
583,45068,12 de Diciembre,Colonia,Zapopan,Jalisco,Zapopan
584,45068,Balcones Del Sol,Colonia,Zapopan,Jalisco,Zapopan
585,45068,El Rehilete,Colonia,Zapopan,Jalisco,Zapopan
586,45069,Parque Industrial El Colli,Fraccionamiento,Zapopan,Jalisco,Zapopan
587,45069,Paraisos Del Colli,Colonia,Zapopan,Jalisco,Zapopan
588,45070,Arboledas 2a Secc,Colonia,Zapopan,Jalisco,Zapopan
589,45070,El Colli Urbano 1a. Seccion,Colonia,Zapopan,Jalisco,Zapopan
590,45070,Las Fuentes,Colonia,Zapopan,Jalisco,Zapopan
591,45070,El Colli Urbano 2a. seccion,Colonia,Zapopan,Jalisco,Zapopan
592,45070,El Colli Ejidal,Colonia,Zapopan,Jalisco,Zapopan
593,45070,La Calma,Colonia,Zapopan,Jalisco,Zapopan
594,45070,Arboledas 1a Secc,Colonia,Zapopan,Jalisco,Zapopan
595,45076,Unidad Cadete Francisco Marquez,Colonia,Zapopan,Jalisco,Zapopan
596,45077,Las Piramides,Colonia,Zapopan,Jalisco,Zapopan
597,45078,Periodistas,Colonia,Zapopan,Jalisco,Zapopan
598,45079,Hacienda San Antonio del Valle,Fraccionamiento,Zapopan,Jalisco,Zapopan
599,45079,Las Alamedas,Colonia,Zapopan,Jalisco,Zapopan
600,45079,Paseos del Sol,Colonia,Zapopan,Jalisco,Zapopan
601,45079,Rinconada Del Sol Por Zona Arqueologica Ixtepec,Colonia,Zapopan,Jalisco,Zapopan
602,45080,Pinar de La Calma,Colonia,Zapopan,Jalisco,Zapopan
603,45080,Unidad Diaz Ordaz,Colonia,Zapopan,Jalisco,Zapopan
604,45080,Las aguilas,Colonia,Zapopan,Jalisco,Zapopan
605,45080,Colinas de Las aguilas,Colonia,Zapopan,Jalisco,Zapopan
606,45080,Rinconada de La Calma,Colonia,Zapopan,Jalisco,Zapopan
607,45080,Sierra de Tapalpa,Condominio,Zapopan,Jalisco,Zapopan
608,45080,La Calma 2a Secc,Colonia,Zapopan,Jalisco,Zapopan
609,45085,Loma Bonita Ejidal,Colonia,Zapopan,Jalisco,Zapopan
610,45086,Loma Bonita,Colonia,Zapopan,Jalisco,Zapopan
611,45086,Loma Bonita Sur,Colonia,Zapopan,Jalisco,Zapopan
612,45087,Navio,Condominio,Zapopan,Jalisco,Zapopan
613,45087,Rinconada La Joya,Conjunto habitacional,Zapopan,Jalisco,Zapopan
614,45088,La Giralda,Colonia,Zapopan,Jalisco,Zapopan
615,45088,Residencial Loma Bonita,Colonia,Zapopan,Jalisco,Zapopan
616,45089,Residencial Victoria,Fraccionamiento,Zapopan,Jalisco,Zapopan
617,45089,Jardines Villas del Bosque,Fraccionamiento,Zapopan,Jalisco,Zapopan
618,45100,La Villa,Colonia,Zapopan,Jalisco,Zapopan
619,45100,Zapopan Centro,Colonia,Zapopan,Jalisco,Zapopan
620,45110,Jardines Universidad,Colonia,Zapopan,Jalisco,Zapopan
621,45110,Colinas de San Javier,Colonia,Zapopan,Jalisco,Zapopan
622,45110,Jacarandas,Condominio,Zapopan,Jalisco,Zapopan
623,45110,San Wenceslao,Colonia,Zapopan,Jalisco,Zapopan
624,45110,Vallarta Universidad,Colonia,Zapopan,Jalisco,Zapopan
625,45110,Villa Universitaria,Colonia,Zapopan,Jalisco,Zapopan
626,45110,Real San Bernardo,Colonia,Zapopan,Jalisco,Zapopan
627,45110,San Bernardo,Colonia,Zapopan,Jalisco,Zapopan
628,45110,Virreyes Residencial,Colonia,Zapopan,Jalisco,Zapopan
629,45110,Colomos Patria,Colonia,Zapopan,Jalisco,Zapopan
630,45110,Jardines de La Patria,Colonia,Zapopan,Jalisco,Zapopan
631,45110,Santa Isabel,Colonia,Zapopan,Jalisco,Zapopan
632,45116,Puerta Del Roble,Fraccionamiento,Zapopan,Jalisco,Zapopan
633,45116,Puerta de Hierro,Colonia,Zapopan,Jalisco,Zapopan
634,45116,Puerta Aqua,Condominio,Zapopan,Jalisco,Zapopan
635,45116,Pontevedra,Fraccionamiento,Zapopan,Jalisco,Zapopan
636,45116,Puerta Plata,Condominio,Zapopan,Jalisco,Zapopan
637,45116,Royal Country,Colonia,Zapopan,Jalisco,Zapopan
638,45117,Parque de La Castellana,Colonia,Zapopan,Jalisco,Zapopan
639,45117,Puerta del Sol,Colonia,Zapopan,Jalisco,Zapopan
640,45117,Callejon del Parque,Colonia,Zapopan,Jalisco,Zapopan
641,45117,Parque Regency,Colonia,Zapopan,Jalisco,Zapopan
642,45117,La Laja,Colonia,Zapopan,Jalisco,Zapopan
643,45117,El Rincon,Fraccionamiento,Zapopan,Jalisco,Zapopan
644,45118,Guadalajarita,Colonia,Zapopan,Jalisco,Zapopan
645,45118,Atlas Colomos,Condominio,Zapopan,Jalisco,Zapopan
646,45118,Lomas Del Bosque,Colonia,Zapopan,Jalisco,Zapopan
647,45118,Zotogrande,Fraccionamiento,Zapopan,Jalisco,Zapopan
648,45118,El Prado,Condominio,Zapopan,Jalisco,Zapopan
649,45118,Lomas de las Palmas,Condominio,Zapopan,Jalisco,Zapopan
650,45119,La Patria Universidad,Colonia,Zapopan,Jalisco,Zapopan
651,45120,Rinconada Santa Rita,Colonia,Zapopan,Jalisco,Zapopan
652,45120,Los Pinos,Colonia,Zapopan,Jalisco,Zapopan
653,45120,Unidad Mexico,Colonia,Zapopan,Jalisco,Zapopan
